"Member_number";"Date";"Day_in_week";"Day";"Month";"Year";"Product_1";"Product_2";"Product_3";"Product_4";"Product_5";"Product_6";"Product_7";"Product_8";"Product_9";"Product_10";"Product_11"
4158;2015-12-26 00:00:00;7.0;"26";"12";"2015";"pip fruit";"hard cheese";;;;;;;;;
4455;2015-12-26 00:00:00;7.0;"26";"12";"2015";"sausage";"Instant food products";;;;;;;;;
4524;2015-12-26 00:00:00;7.0;"26";"12";"2015";"sliced cheese";"root vegetables";"whipped/sour cream";;;;;;;;
4985;2015-12-26 00:00:00;7.0;"26";"12";"2015";"root vegetables";"hard cheese";;;;;;;;;
4999;2015-12-26 00:00:00;7.0;"26";"12";"2015";"bottled water";"herbs";;;;;;;;;
1662;2014-01-27 00:00:00;2.0;"27";"01";"2014";"rolls/buns";"sugar";"fruit/vegetable juice";;;;;;;;
2389;2014-01-27 00:00:00;2.0;"27";"01";"2014";"hamburger meat";"butter milk";;;;;;;;;
2515;2014-01-27 00:00:00;2.0;"27";"01";"2014";"hamburger meat";"tropical fruit";;;;;;;;;
2725;2014-01-27 00:00:00;2.0;"27";"01";"2014";"hamburger meat";"soda";;;;;;;;;
2941;2014-01-27 00:00:00;2.0;"27";"01";"2014";"rolls/buns";"berries";;;;;;;;;
3009;2014-01-27 00:00:00;2.0;"27";"01";"2014";"yogurt";"semi-finished bread";;;;;;;;;
3284;2014-01-27 00:00:00;2.0;"27";"01";"2014";"dishes";"oil";;;;;;;;;
3465;2014-01-27 00:00:00;2.0;"27";"01";"2014";"condensed milk";"shopping bags";"long life bakery product";;;;;;;;
3486;2014-01-27 00:00:00;2.0;"27";"01";"2014";"whole milk";"whipped/sour cream";;;;;;;;;
3552;2014-01-27 00:00:00;2.0;"27";"01";"2014";"candy";"frozen meals";;;;;;;;;
3717;2014-01-27 00:00:00;2.0;"27";"01";"2014";"pip fruit";"frozen meals";;;;;;;;;
3825;2014-01-27 00:00:00;2.0;"27";"01";"2014";"cream cheese ";"shopping bags";;;;;;;;;
3899;2014-01-27 00:00:00;2.0;"27";"01";"2014";"soda";"whole milk";;;;;;;;;
4121;2014-01-27 00:00:00;2.0;"27";"01";"2014";"whole milk";"bottled water";;;;;;;;;
4279;2014-01-27 00:00:00;2.0;"27";"01";"2014";"berries";"butter milk";;;;;;;;;
4314;2014-01-27 00:00:00;2.0;"27";"01";"2014";"margarine";"whole milk";;;;;;;;;
4435;2014-01-27 00:00:00;2.0;"27";"01";"2014";"root vegetables";"flour";;;;;;;;;
4458;2014-01-27 00:00:00;2.0;"27";"01";"2014";"pip fruit";"spread cheese";;;;;;;;;
4485;2014-01-27 00:00:00;2.0;"27";"01";"2014";"dessert";"pastry";;;;;;;;;
4494;2014-01-27 00:00:00;2.0;"27";"01";"2014";"root vegetables";"liquor";;;;;;;;;
4561;2014-01-27 00:00:00;2.0;"27";"01";"2014";"pastry";"berries";;;;;;;;;
4797;2014-01-27 00:00:00;2.0;"27";"01";"2014";"whole milk";"soft cheese";;;;;;;;;
1143;2015-01-27 00:00:00;3.0;"27";"01";"2015";"misc. beverages";"spread cheese";;;;;;;;;
1230;2015-01-27 00:00:00;3.0;"27";"01";"2015";"soda";"butter milk";"soda";;;;;;;;
1231;2015-01-27 00:00:00;3.0;"27";"01";"2015";"ice cream";"onions";;;;;;;;;
1401;2015-01-27 00:00:00;3.0;"27";"01";"2015";"canned beer";"soda";;;;;;;;;
1451;2015-01-27 00:00:00;3.0;"27";"01";"2015";"tropical fruit";"fruit/vegetable juice";;;;;;;;;
2100;2015-01-27 00:00:00;3.0;"27";"01";"2015";"dessert";"other vegetables";;;;;;;;;
2347;2015-01-27 00:00:00;3.0;"27";"01";"2015";"soda";"red/blush wine";;;;;;;;;
2599;2015-01-27 00:00:00;3.0;"27";"01";"2015";"sausage";"curd";"salty snack";;;;;;;;
2745;2015-01-27 00:00:00;3.0;"27";"01";"2015";"butter";"frankfurter";"root vegetables";"butter milk";"vinegar";;;;;;
2749;2015-01-27 00:00:00;3.0;"27";"01";"2015";"misc. beverages";"onions";;;;;;;;;
2767;2015-01-27 00:00:00;3.0;"27";"01";"2015";"root vegetables";"sausage";"root vegetables";"other vegetables";"long life bakery product";;;;;;
2840;2015-01-27 00:00:00;3.0;"27";"01";"2015";"photo/film";"cat food";;;;;;;;;
2897;2015-01-27 00:00:00;3.0;"27";"01";"2015";"zwieback";"yogurt";;;;;;;;;
2958;2015-01-27 00:00:00;3.0;"27";"01";"2015";"onions";"tropical fruit";;;;;;;;;
2971;2015-01-27 00:00:00;3.0;"27";"01";"2015";"coffee";"hamburger meat";;;;;;;;;
3354;2015-01-27 00:00:00;3.0;"27";"01";"2015";"sausage";"salty snack";;;;;;;;;
3657;2015-01-27 00:00:00;3.0;"27";"01";"2015";"liver loaf";"domestic eggs";;;;;;;;;
3803;2015-01-27 00:00:00;3.0;"27";"01";"2015";"dessert";"tropical fruit";;;;;;;;;
3923;2015-01-27 00:00:00;3.0;"27";"01";"2015";"frankfurter";"butter";"bottled beer";;;;;;;;
4099;2015-01-27 00:00:00;3.0;"27";"01";"2015";"bottled water";"misc. beverages";"fruit/vegetable juice";;;;;;;;
4361;2015-01-27 00:00:00;3.0;"27";"01";"2015";"other vegetables";"rolls/buns";;;;;;;;;
4415;2015-01-27 00:00:00;3.0;"27";"01";"2015";"other vegetables";"coffee";;;;;;;;;
4656;2015-01-27 00:00:00;3.0;"27";"01";"2015";"white wine";"cat food";;;;;;;;;
4783;2015-01-27 00:00:00;3.0;"27";"01";"2015";"sausage";"yogurt";;;;;;;;;
4807;2015-01-27 00:00:00;3.0;"27";"01";"2015";"beef";"UHT-milk";"misc. beverages";;;;;;;;
4827;2015-01-27 00:00:00;3.0;"27";"01";"2015";"curd";"processed cheese";"bottled water";"pickled vegetables";;;;;;;
4918;2015-01-27 00:00:00;3.0;"27";"01";"2015";"yogurt";"rolls/buns";"fruit/vegetable juice";"spices";"canned fish";;;;;;
1003;2014-02-27 00:00:00;5.0;"27";"02";"2014";"rolls/buns";"rolls/buns";;;;;;;;;
1194;2014-02-27 00:00:00;5.0;"27";"02";"2014";"pip fruit";"napkins";;;;;;;;;
1200;2014-02-27 00:00:00;5.0;"27";"02";"2014";"brown bread";"detergent";;;;;;;;;
1379;2014-02-27 00:00:00;5.0;"27";"02";"2014";"photo/film";"fruit/vegetable juice";;;;;;;;;
1385;2014-02-27 00:00:00;5.0;"27";"02";"2014";"beef";"herbs";;;;;;;;;
1473;2014-02-27 00:00:00;5.0;"27";"02";"2014";"soda";"pasta";"curd cheese";;;;;;;;
1620;2014-02-27 00:00:00;5.0;"27";"02";"2014";"bottled water";"sparkling wine";;;;;;;;;
1733;2014-02-27 00:00:00;5.0;"27";"02";"2014";"mustard";"rolls/buns";"white bread";"newspapers";;;;;;;
1751;2014-02-27 00:00:00;5.0;"27";"02";"2014";"yogurt";"newspapers";;;;;;;;;
1837;2014-02-27 00:00:00;5.0;"27";"02";"2014";"pip fruit";"long life bakery product";;;;;;;;;
1947;2014-02-27 00:00:00;5.0;"27";"02";"2014";"canned beer";"other vegetables";"margarine";;;;;;;;
2120;2014-02-27 00:00:00;5.0;"27";"02";"2014";"root vegetables";"red/blush wine";;;;;;;;;
2325;2014-02-27 00:00:00;5.0;"27";"02";"2014";"fruit/vegetable juice";"pastry";;;;;;;;;
2479;2014-02-27 00:00:00;5.0;"27";"02";"2014";"domestic eggs";"rolls/buns";;;;;;;;;
2506;2014-02-27 00:00:00;5.0;"27";"02";"2014";"bottled water";"chocolate";;;;;;;;;
2550;2014-02-27 00:00:00;5.0;"27";"02";"2014";"butter";"whole milk";;;;;;;;;
2850;2014-02-27 00:00:00;5.0;"27";"02";"2014";"rolls/buns";"rolls/buns";;;;;;;;;
2859;2014-02-27 00:00:00;5.0;"27";"02";"2014";"brown bread";"processed cheese";;;;;;;;;
3067;2014-02-27 00:00:00;5.0;"27";"02";"2014";"meat";"specialty cheese";;;;;;;;;
3107;2014-02-27 00:00:00;5.0;"27";"02";"2014";"waffles";"rolls/buns";;;;;;;;;
3137;2014-02-27 00:00:00;5.0;"27";"02";"2014";"long life bakery product";"long life bakery product";"whipped/sour cream";"soda";;;;;;;
3264;2014-02-27 00:00:00;5.0;"27";"02";"2014";"brown bread";"whipped/sour cream";;;;;;;;;
3367;2014-02-27 00:00:00;5.0;"27";"02";"2014";"sausage";"long life bakery product";;;;;;;;;
4763;2014-02-27 00:00:00;5.0;"27";"02";"2014";"whole milk";"whole milk";"pastry";"pickled vegetables";;;;;;;
4791;2014-02-27 00:00:00;5.0;"27";"02";"2014";"sausage";"long life bakery product";;;;;;;;;
1648;2015-02-27 00:00:00;6.0;"27";"02";"2015";"sausage";"rolls/buns";"rolls/buns";"rolls/buns";;;;;;;
1934;2015-02-27 00:00:00;6.0;"27";"02";"2015";"soda";"napkins";;;;;;;;;
2104;2015-02-27 00:00:00;6.0;"27";"02";"2015";"berries";"candy";;;;;;;;;
2234;2015-02-27 00:00:00;6.0;"27";"02";"2015";"sausage";"root vegetables";;;;;;;;;
2251;2015-02-27 00:00:00;6.0;"27";"02";"2015";"bottled beer";"packaged fruit/vegetables";;;;;;;;;
2361;2015-02-27 00:00:00;6.0;"27";"02";"2015";"citrus fruit";"frozen vegetables";;;;;;;;;
2799;2015-02-27 00:00:00;6.0;"27";"02";"2015";"chocolate";"pickled vegetables";"bottled water";;;;;;;;
3160;2015-02-27 00:00:00;6.0;"27";"02";"2015";"soda";"pip fruit";;;;;;;;;
3420;2015-02-27 00:00:00;6.0;"27";"02";"2015";"beef";"root vegetables";;;;;;;;;
3590;2015-02-27 00:00:00;6.0;"27";"02";"2015";"sausage";"shopping bags";"shopping bags";;;;;;;;
3769;2015-02-27 00:00:00;6.0;"27";"02";"2015";"pork";"grapes";"hygiene articles";;;;;;;;
3922;2015-02-27 00:00:00;6.0;"27";"02";"2015";"dessert";"chocolate";;;;;;;;;
3975;2015-02-27 00:00:00;6.0;"27";"02";"2015";"hamburger meat";"tropical fruit";;;;;;;;;
4221;2015-02-27 00:00:00;6.0;"27";"02";"2015";"whole milk";"hamburger meat";;;;;;;;;
4249;2015-02-27 00:00:00;6.0;"27";"02";"2015";"pip fruit";"UHT-milk";"shopping bags";;;;;;;;
4310;2015-02-27 00:00:00;6.0;"27";"02";"2015";"pip fruit";"spices";;;;;;;;;
4523;2015-02-27 00:00:00;6.0;"27";"02";"2015";"grapes";"zwieback";;;;;;;;;
4831;2015-02-27 00:00:00;6.0;"27";"02";"2015";"rolls/buns";"pastry";;;;;;;;;
4933;2015-02-27 00:00:00;6.0;"27";"02";"2015";"whole milk";"pot plants";"domestic eggs";;;;;;;;
1128;2014-03-27 00:00:00;5.0;"27";"03";"2014";"specialty bar";"soda";"frozen vegetables";"frozen vegetables";;;;;;;
1434;2014-03-27 00:00:00;5.0;"27";"03";"2014";"misc. beverages";"waffles";;;;;;;;;
1522;2014-03-27 00:00:00;5.0;"27";"03";"2014";"sausage";"ketchup";;;;;;;;;
1921;2014-03-27 00:00:00;5.0;"27";"03";"2014";"sliced cheese";"napkins";;;;;;;;;
2231;2014-03-27 00:00:00;5.0;"27";"03";"2014";"tropical fruit";"berries";;;;;;;;;
2352;2014-03-27 00:00:00;5.0;"27";"03";"2014";"tropical fruit";"misc. beverages";;;;;;;;;
2490;2014-03-27 00:00:00;5.0;"27";"03";"2014";"shopping bags";"rolls/buns";;;;;;;;;
2924;2014-03-27 00:00:00;5.0;"27";"03";"2014";"sliced cheese";"rolls/buns";;;;;;;;;
2975;2014-03-27 00:00:00;5.0;"27";"03";"2014";"root vegetables";"flower (seeds)";;;;;;;;;
2991;2014-03-27 00:00:00;5.0;"27";"03";"2014";"butter milk";"whole milk";;;;;;;;;
3267;2014-03-27 00:00:00;5.0;"27";"03";"2014";"other vegetables";"beverages";;;;;;;;;
3334;2014-03-27 00:00:00;5.0;"27";"03";"2014";"pip fruit";"vinegar";;;;;;;;;
3524;2014-03-27 00:00:00;5.0;"27";"03";"2014";"citrus fruit";"whipped/sour cream";;;;;;;;;
3732;2014-03-27 00:00:00;5.0;"27";"03";"2014";"ham";"whole milk";;;;;;;;;
3850;2014-03-27 00:00:00;5.0;"27";"03";"2014";"cling film/bags";"coffee";;;;;;;;;
3934;2014-03-27 00:00:00;5.0;"27";"03";"2014";"rolls/buns";"margarine";;;;;;;;;
4114;2014-03-27 00:00:00;5.0;"27";"03";"2014";"root vegetables";"yogurt";"bottled water";;;;;;;;
4164;2014-03-27 00:00:00;5.0;"27";"03";"2014";"dessert";"whole milk";;;;;;;;;
4317;2014-03-27 00:00:00;5.0;"27";"03";"2014";"sparkling wine";"cream cheese ";;;;;;;;;
4318;2014-03-27 00:00:00;5.0;"27";"03";"2014";"pastry";"whole milk";;;;;;;;;
4339;2014-03-27 00:00:00;5.0;"27";"03";"2014";"berries";"chocolate marshmallow";;;;;;;;;
4601;2014-03-27 00:00:00;5.0;"27";"03";"2014";"sausage";"root vegetables";;;;;;;;;
4735;2014-03-27 00:00:00;5.0;"27";"03";"2014";"brown bread";"honey";"pet care";;;;;;;;
1012;2015-03-27 00:00:00;6.0;"27";"03";"2015";"processed cheese";"whole milk";;;;;;;;;
1347;2015-03-27 00:00:00;6.0;"27";"03";"2015";"beef";"pip fruit";;;;;;;;;
1555;2015-03-27 00:00:00;6.0;"27";"03";"2015";"rolls/buns";"liquor (appetizer)";;;;;;;;;
2487;2015-03-27 00:00:00;6.0;"27";"03";"2015";"tropical fruit";"canned beer";;;;;;;;;
2703;2015-03-27 00:00:00;6.0;"27";"03";"2015";"hamburger meat";"bottled water";;;;;;;;;
2850;2015-03-27 00:00:00;6.0;"27";"03";"2015";"whole milk";"finished products";"beef";;;;;;;;
2920;2015-03-27 00:00:00;6.0;"27";"03";"2015";"beverages";"packaged fruit/vegetables";;;;;;;;;
3118;2015-03-27 00:00:00;6.0;"27";"03";"2015";"liver loaf";"citrus fruit";;;;;;;;;
3214;2015-03-27 00:00:00;6.0;"27";"03";"2015";"butter";"butter milk";"canned beer";"UHT-milk";"brown bread";"baking powder";"long life bakery product";;;;
3436;2015-03-27 00:00:00;6.0;"27";"03";"2015";"chicken";"UHT-milk";;;;;;;;;
3748;2015-03-27 00:00:00;6.0;"27";"03";"2015";"canned beer";"butter";"butter milk";"citrus fruit";;;;;;;
3858;2015-03-27 00:00:00;6.0;"27";"03";"2015";"rolls/buns";"soda";;;;;;;;;
3934;2015-03-27 00:00:00;6.0;"27";"03";"2015";"whole milk";"whipped/sour cream";;;;;;;;;
4015;2015-03-27 00:00:00;6.0;"27";"03";"2015";"citrus fruit";"other vegetables";"brown bread";;;;;;;;
4292;2015-03-27 00:00:00;6.0;"27";"03";"2015";"sausage";"bottled water";"napkins";;;;;;;;
4864;2015-03-27 00:00:00;6.0;"27";"03";"2015";"bottled beer";"whole milk";"tropical fruit";"whole milk";"hygiene articles";"pot plants";"soda";;;;
1563;2014-04-27 00:00:00;1.0;"27";"04";"2014";"long life bakery product";"waffles";;;;;;;;;
1682;2014-04-27 00:00:00;1.0;"27";"04";"2014";"liquor";"fruit/vegetable juice";;;;;;;;;
1844;2014-04-27 00:00:00;1.0;"27";"04";"2014";"pip fruit";"pastry";;;;;;;;;
2070;2014-04-27 00:00:00;1.0;"27";"04";"2014";"root vegetables";"domestic eggs";"cake bar";"napkins";;;;;;;
2126;2014-04-27 00:00:00;1.0;"27";"04";"2014";"other vegetables";"brandy";;;;;;;;;
2133;2014-04-27 00:00:00;1.0;"27";"04";"2014";"tropical fruit";"other vegetables";;;;;;;;;
2242;2014-04-27 00:00:00;1.0;"27";"04";"2014";"yogurt";"napkins";"rolls/buns";"liquor (appetizer)";;;;;;;
2381;2014-04-27 00:00:00;1.0;"27";"04";"2014";"pip fruit";"processed cheese";"yogurt";;;;;;;;
2745;2014-04-27 00:00:00;1.0;"27";"04";"2014";"root vegetables";"dessert";;;;;;;;;
2802;2014-04-27 00:00:00;1.0;"27";"04";"2014";"chocolate";"white wine";;;;;;;;;
2908;2014-04-27 00:00:00;1.0;"27";"04";"2014";"pip fruit";"yogurt";"flour";"rolls/buns";;;;;;;
2958;2014-04-27 00:00:00;1.0;"27";"04";"2014";"butter";"softener";;;;;;;;;
3439;2014-04-27 00:00:00;1.0;"27";"04";"2014";"whole milk";"soda";;;;;;;;;
3778;2014-04-27 00:00:00;1.0;"27";"04";"2014";"pip fruit";"specialty chocolate";;;;;;;;;
3779;2014-04-27 00:00:00;1.0;"27";"04";"2014";"whole milk";"meat spreads";;;;;;;;;
3826;2014-04-27 00:00:00;1.0;"27";"04";"2014";"coffee";"shopping bags";;;;;;;;;
3908;2014-04-27 00:00:00;1.0;"27";"04";"2014";"flour";"pastry";;;;;;;;;
4337;2014-04-27 00:00:00;1.0;"27";"04";"2014";"root vegetables";"coffee";"shopping bags";"specialty bar";;;;;;;
4833;2014-04-27 00:00:00;1.0;"27";"04";"2014";"whole milk";"rolls/buns";;;;;;;;;
4958;2014-04-27 00:00:00;1.0;"27";"04";"2014";"chicken";"margarine";"waffles";;;;;;;;
1197;2015-04-27 00:00:00;2.0;"27";"04";"2015";"citrus fruit";"yogurt";;;;;;;;;
2165;2015-04-27 00:00:00;2.0;"27";"04";"2015";"chicken";"coffee";;;;;;;;;
2255;2015-04-27 00:00:00;2.0;"27";"04";"2015";"frankfurter";"packaged fruit/vegetables";;;;;;;;;
2980;2015-04-27 00:00:00;2.0;"27";"04";"2015";"bottled beer";"butter milk";;;;;;;;;
3144;2015-04-27 00:00:00;2.0;"27";"04";"2015";"tropical fruit";"pip fruit";"rolls/buns";;;;;;;;
3450;2015-04-27 00:00:00;2.0;"27";"04";"2015";"other vegetables";"meat";"salty snack";;;;;;;;
3458;2015-04-27 00:00:00;2.0;"27";"04";"2015";"citrus fruit";"butter";;;;;;;;;
3701;2015-04-27 00:00:00;2.0;"27";"04";"2015";"mayonnaise";"decalcifier";;;;;;;;;
3735;2015-04-27 00:00:00;2.0;"27";"04";"2015";"berries";"pet care";;;;;;;;;
4025;2015-04-27 00:00:00;2.0;"27";"04";"2015";"other vegetables";"long life bakery product";;;;;;;;;
4112;2015-04-27 00:00:00;2.0;"27";"04";"2015";"pip fruit";"ice cream";"popcorn";"soda";"bottled water";"rolls/buns";;;;;
4113;2015-04-27 00:00:00;2.0;"27";"04";"2015";"UHT-milk";"margarine";;;;;;;;;
4336;2015-04-27 00:00:00;2.0;"27";"04";"2015";"whole milk";"whipped/sour cream";"newspapers";;;;;;;;
4608;2015-04-27 00:00:00;2.0;"27";"04";"2015";"frankfurter";"ketchup";;;;;;;;;
4834;2015-04-27 00:00:00;2.0;"27";"04";"2015";"frankfurter";"dessert";;;;;;;;;
4873;2015-04-27 00:00:00;2.0;"27";"04";"2015";"rolls/buns";"hard cheese";;;;;;;;;
1018;2014-05-27 00:00:00;3.0;"27";"05";"2014";"berries";"cake bar";;;;;;;;;
1825;2014-05-27 00:00:00;3.0;"27";"05";"2014";"zwieback";"salty snack";;;;;;;;;
2029;2014-05-27 00:00:00;3.0;"27";"05";"2014";"yogurt";"bottled water";;;;;;;;;
2493;2014-05-27 00:00:00;3.0;"27";"05";"2014";"whole milk";"hard cheese";"soda";;;;;;;;
2543;2014-05-27 00:00:00;3.0;"27";"05";"2014";"root vegetables";"whipped/sour cream";;;;;;;;;
2617;2014-05-27 00:00:00;3.0;"27";"05";"2014";"chewing gum";"frozen vegetables";;;;;;;;;
2766;2014-05-27 00:00:00;3.0;"27";"05";"2014";"candles";"coffee";;;;;;;;;
2917;2014-05-27 00:00:00;3.0;"27";"05";"2014";"yogurt";"rolls/buns";;;;;;;;;
2918;2014-05-27 00:00:00;3.0;"27";"05";"2014";"rolls/buns";"waffles";;;;;;;;;
2963;2014-05-27 00:00:00;3.0;"27";"05";"2014";"citrus fruit";"frozen vegetables";;;;;;;;;
2967;2014-05-27 00:00:00;3.0;"27";"05";"2014";"whole milk";"oil";;;;;;;;;
3083;2014-05-27 00:00:00;3.0;"27";"05";"2014";"waffles";"fruit/vegetable juice";;;;;;;;;
3116;2014-05-27 00:00:00;3.0;"27";"05";"2014";"ham";"chewing gum";"frozen vegetables";;;;;;;;
3312;2014-05-27 00:00:00;3.0;"27";"05";"2014";"rolls/buns";"tidbits";"margarine";;;;;;;;
3560;2014-05-27 00:00:00;3.0;"27";"05";"2014";"light bulbs";"detergent";;;;;;;;;
3569;2014-05-27 00:00:00;3.0;"27";"05";"2014";"frankfurter";"bottled water";;;;;;;;;
3582;2014-05-27 00:00:00;3.0;"27";"05";"2014";"rolls/buns";"whole milk";;;;;;;;;
3982;2014-05-27 00:00:00;3.0;"27";"05";"2014";"meat";"dessert";;;;;;;;;
4014;2014-05-27 00:00:00;3.0;"27";"05";"2014";"yogurt";"misc. beverages";;;;;;;;;
4370;2014-05-27 00:00:00;3.0;"27";"05";"2014";"yogurt";"curd";"pastry";;;;;;;;
4394;2014-05-27 00:00:00;3.0;"27";"05";"2014";"pastry";"brown bread";;;;;;;;;
4522;2014-05-27 00:00:00;3.0;"27";"05";"2014";"other vegetables";"soda";;;;;;;;;
1000;2015-05-27 00:00:00;4.0;"27";"05";"2015";"soda";"pickled vegetables";;;;;;;;;
1449;2015-05-27 00:00:00;4.0;"27";"05";"2015";"whole milk";"soda";;;;;;;;;
1641;2015-05-27 00:00:00;4.0;"27";"05";"2015";"pip fruit";"canned beer";"pork";"white bread";;;;;;;
1885;2015-05-27 00:00:00;4.0;"27";"05";"2015";"butter milk";"waffles";;;;;;;;;
1890;2015-05-27 00:00:00;4.0;"27";"05";"2015";"liquor";"specialty chocolate";;;;;;;;;
2572;2015-05-27 00:00:00;4.0;"27";"05";"2015";"soda";"dog food";;;;;;;;;
2702;2015-05-27 00:00:00;4.0;"27";"05";"2015";"pork";"whipped/sour cream";;;;;;;;;
2840;2015-05-27 00:00:00;4.0;"27";"05";"2015";"other vegetables";"frozen meals";"rolls/buns";"canned beer";"white bread";;;;;;
2961;2015-05-27 00:00:00;4.0;"27";"05";"2015";"frankfurter";"frozen potato products";"newspapers";"softener";"abrasive cleaner";;;;;;
3054;2015-05-27 00:00:00;4.0;"27";"05";"2015";"tropical fruit";"spread cheese";"onions";"mayonnaise";;;;;;;
3415;2015-05-27 00:00:00;4.0;"27";"05";"2015";"pet care";"whole milk";"curd";"frozen vegetables";;;;;;;
3593;2015-05-27 00:00:00;4.0;"27";"05";"2015";"tropical fruit";"other vegetables";;;;;;;;;
3822;2015-05-27 00:00:00;4.0;"27";"05";"2015";"ham";"citrus fruit";"sugar";"ice cream";"whole milk";"chocolate marshmallow";"specialty bar";"candy";;;
3877;2015-05-27 00:00:00;4.0;"27";"05";"2015";"tropical fruit";"berries";"chocolate";;;;;;;;
3959;2015-05-27 00:00:00;4.0;"27";"05";"2015";"pip fruit";"pip fruit";"sliced cheese";"dishes";;;;;;;
4074;2015-05-27 00:00:00;4.0;"27";"05";"2015";"pork";"cream cheese ";;;;;;;;;
4153;2015-05-27 00:00:00;4.0;"27";"05";"2015";"pickled vegetables";"meat";;;;;;;;;
4222;2015-05-27 00:00:00;4.0;"27";"05";"2015";"tropical fruit";"rum";"flour";;;;;;;;
4406;2015-05-27 00:00:00;4.0;"27";"05";"2015";"tropical fruit";"chewing gum";;;;;;;;;
4619;2015-05-27 00:00:00;4.0;"27";"05";"2015";"tropical fruit";"UHT-milk";"whole milk";;;;;;;;
4669;2015-05-27 00:00:00;4.0;"27";"05";"2015";"whole milk";"other vegetables";;;;;;;;;
4812;2015-05-27 00:00:00;4.0;"27";"05";"2015";"beverages";"soda";"curd";"liquor";"whole milk";"margarine";"flour";;;;
1236;2014-06-27 00:00:00;6.0;"27";"06";"2014";"newspapers";"pip fruit";"dishes";;;;;;;;
1465;2014-06-27 00:00:00;6.0;"27";"06";"2014";"whole milk";"newspapers";;;;;;;;;
1575;2014-06-27 00:00:00;6.0;"27";"06";"2014";"white bread";"seasonal products";;;;;;;;;
1595;2014-06-27 00:00:00;6.0;"27";"06";"2014";"beef";"newspapers";;;;;;;;;
1650;2014-06-27 00:00:00;6.0;"27";"06";"2014";"cream cheese ";"misc. beverages";;;;;;;;;
1815;2014-06-27 00:00:00;6.0;"27";"06";"2014";"onions";"butter";;;;;;;;;
2257;2014-06-27 00:00:00;6.0;"27";"06";"2014";"hamburger meat";"pasta";;;;;;;;;
2795;2014-06-27 00:00:00;6.0;"27";"06";"2014";"whole milk";"soda";"soda";"fruit/vegetable juice";;;;;;;
2798;2014-06-27 00:00:00;6.0;"27";"06";"2014";"rolls/buns";"bottled water";;;;;;;;;
2879;2014-06-27 00:00:00;6.0;"27";"06";"2014";"dessert";"herbs";"detergent";"artif. sweetener";;;;;;;
3011;2014-06-27 00:00:00;6.0;"27";"06";"2014";"pickled vegetables";"frozen vegetables";;;;;;;;;
3146;2014-06-27 00:00:00;6.0;"27";"06";"2014";"rolls/buns";"cat food";;;;;;;;;
3264;2014-06-27 00:00:00;6.0;"27";"06";"2014";"white bread";"spread cheese";;;;;;;;;
3458;2014-06-27 00:00:00;6.0;"27";"06";"2014";"rolls/buns";"mustard";;;;;;;;;
3877;2014-06-27 00:00:00;6.0;"27";"06";"2014";"whole milk";"rolls/buns";;;;;;;;;
3936;2014-06-27 00:00:00;6.0;"27";"06";"2014";"other vegetables";"domestic eggs";;;;;;;;;
4040;2014-06-27 00:00:00;6.0;"27";"06";"2014";"yogurt";"hygiene articles";;;;;;;;;
4340;2014-06-27 00:00:00;6.0;"27";"06";"2014";"bottled beer";"chocolate";;;;;;;;;
4528;2014-06-27 00:00:00;6.0;"27";"06";"2014";"cookware";"spread cheese";;;;;;;;;
4572;2014-06-27 00:00:00;6.0;"27";"06";"2014";"cat food";"roll products ";;;;;;;;;
4686;2014-06-27 00:00:00;6.0;"27";"06";"2014";"whole milk";"rolls/buns";;;;;;;;;
4713;2014-06-27 00:00:00;6.0;"27";"06";"2014";"bottled water";"frozen dessert";"newspapers";;;;;;;;
4893;2014-06-27 00:00:00;6.0;"27";"06";"2014";"curd";"whipped/sour cream";;;;;;;;;
4929;2014-06-27 00:00:00;6.0;"27";"06";"2014";"dessert";"frozen vegetables";;;;;;;;;
1102;2015-06-27 00:00:00;7.0;"27";"06";"2015";"other vegetables";"white bread";"detergent";;;;;;;;
1245;2015-06-27 00:00:00;7.0;"27";"06";"2015";"soda";"soda";"canned fruit";"processed cheese";"soda";"shopping bags";;;;;
1483;2015-06-27 00:00:00;7.0;"27";"06";"2015";"rolls/buns";"liquor (appetizer)";;;;;;;;;
1744;2015-06-27 00:00:00;7.0;"27";"06";"2015";"canned beer";"soda";;;;;;;;;
1848;2015-06-27 00:00:00;7.0;"27";"06";"2015";"sauces";"frozen vegetables";;;;;;;;;
1932;2015-06-27 00:00:00;7.0;"27";"06";"2015";"chocolate";"tropical fruit";;;;;;;;;
2203;2015-06-27 00:00:00;7.0;"27";"06";"2015";"prosecco";"onions";;;;;;;;;
2260;2015-06-27 00:00:00;7.0;"27";"06";"2015";"frankfurter";"soda";;;;;;;;;
2391;2015-06-27 00:00:00;7.0;"27";"06";"2015";"sausage";"yogurt";;;;;;;;;
2601;2015-06-27 00:00:00;7.0;"27";"06";"2015";"other vegetables";"ready soups";"baking powder";;;;;;;;
2645;2015-06-27 00:00:00;7.0;"27";"06";"2015";"soda";"rolls/buns";;;;;;;;;
2978;2015-06-27 00:00:00;7.0;"27";"06";"2015";"whole milk";"hygiene articles";;;;;;;;;
3018;2015-06-27 00:00:00;7.0;"27";"06";"2015";"rolls/buns";"root vegetables";;;;;;;;;
3296;2015-06-27 00:00:00;7.0;"27";"06";"2015";"pickled vegetables";"other vegetables";;;;;;;;;
